symbol;name;short_name;sector;industry
SPPI;Spectrum Pharmaceuticals Inc.Common Stock;Spectrum Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
SPR;Spirit Aerosystems Holdings Inc. Common Stock;Spirit Aerosystems;Industrials;Military/Government/Technical
SPRB;Spruce Biosciences Inc. Common Stock;Spruce Biosciences;Health Care; Medicinal Chemicals and Botanical Products
SPRC;SciSparc Ltd. Ordinary Shares;SciSparc;Health Care;Biotechnology: Pharmaceutical Preparations
SPRO;Spero Therapeutics Inc. Common Stock;Spero Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
SPRU;Spruce Power Holding Corporation Class A Common Stock;Spruce Power Holding;Technology;Semiconductors
SPRY;ARS Pharmaceuticals Inc. Common Stock;ARS Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
SPSC;SPS Commerce Inc. Common Stock;SPS Commerce;Technology;EDP Services
SPT;Sprout Social Inc Class A Common Stock;Sprout Social;Technology;EDP Services
SPTN;SpartanNash Company Common Stock;SpartanNash;Consumer Discretionary;Food Distributors
SPWH;Sportsman's Warehouse Holdings Inc. Common Stock;Sportsman's Warehouse;Consumer Discretionary;Other Specialty Stores
SPWR;SunPower Corporation Common Stock;SunPower;Technology;Semiconductors
SPXC;SPX Technologies Inc. Common Stock;SPX Technologies;Industrials;Industrial Machinery/Components
SPXX;Nuveen S&P 500 Dynamic Overwrite Fund;Nuveen S&P 500;Finance;Trusts Except Educational Religious and Charitable
SQ;Block Inc. Class A Common Stock;Block;Technology;Computer Software: Prepackaged Software
SQFT;Presidio Property Trust Inc. Class A Common Stock;Presidio Property Trust;Real Estate;Real Estate Investment Trusts
SQFTP;Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share;Presidio Property Trust;Real Estate;Real Estate Investment Trusts
SQFTW;Presidio Property Trust Inc. Series A Common Stock Purchase Warrants;Presidio Property Trust;Real Estate;Real Estate Investment Trusts
SQL;SeqLL Inc. Common stock;SeqLL;Health Care;Medical Specialities
SQLLW;SeqLL Inc. Warrant;SeqLL;Health Care;Medical Specialities
SQM;Sociedad Quimica y Minera S.A. Common Stock;Sociedad Quimica;Industrials;Agricultural Chemicals
SQNS;Sequans Communications S.A. American Depositary Shares;Sequans Communications;Technology;Semiconductors
SQSP;Squarespace Inc. Class A Common Stock;Squarespace;Technology;EDP Services
SQZ;SQZ Biotechnologies Company Common Stock;SQZ Biotechnologies;Health Care; Medicinal Chemicals and Botanical Products
SR;Spire Inc. Common Stock;Spire;Utilities;Oil/Gas Transmission
SRAD;Sportradar Group AG Class A Ordinary Shares;Sportradar;Technology;Computer Software: Programming Data Processing
SRC;Spirit Realty Capital Inc. Common Stock;Spirit Realty Capital;Real Estate;Real Estate Investment Trusts
SRCE;1st Source Corporation Common Stock;1st Source;Finance;Major Banks
SRCL;Stericycle Inc. Common Stock;Stericycle;Utilities;Environmental Services
SRDX;Surmodics Inc. Common Stock;Surmodics;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SRE;DBA Sempra Common Stock;DBA Sempra;Utilities;Oil/Gas Transmission
SREA;DBA Sempra 5.750% Junior Subordinated Notes due 2079;DBA Sempra;Consumer Discretionary;Professional Services
SRG;Seritage Growth Properties Class A Common Stock;Seritage Growth Properties;Real Estate;Building operators
SRGA;Surgalign Holdings Inc. Common Stock;Surgalign Holdings;Health Care;Industrial Specialties
SRI;Stoneridge Inc. Common Stock;Stoneridge;Consumer Discretionary;Auto Parts:O.E.M.
SRL;Scully Royalty Ltd.;Scully Royalty;Consumer Discretionary;Professional Services
SRPT;Sarepta Therapeutics Inc. Common Stock (DE);Sarepta Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
SRRK;Scholar Rock Holding Corporation Common Stock;Scholar Rock Holding;Health Care;Biotechnology: Pharmaceutical Preparations
SRT;StarTek Inc. Common Stock;StarTek;Technology;EDP Services
SRTS;Sensus Healthcare Inc. Common Stock;Sensus Healthcare;Health Care;Medical/Dental Instruments
SRV;NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest;NXG Cushing Midstream;Finance;Finance Companies
SRZN;Surrozen Inc. Common Stock;Surrozen;Health Care; Medicinal Chemicals and Botanical Products
SSB;SouthState Corporation Common Stock;SouthState;Finance;Major Banks
SSBI;Summit State Bank Common Stock;Summit State Bank;Finance;Major Banks
SSBK;Southern States Bancshares Inc. Common Stock;Southern States Bancshares;Finance;Commercial Banks
SSD;Simpson Manufacturing Company Inc. Common Stock;Simpson Manufacturing;;
SSIC;Silver Spike Investment Corp. Common Stock;Silver Spike Investment;Health Care; Medicinal Chemicals and Botanical Products
SSKN;Strata Skin Sciences Inc. Common Stock;Strata Skin Sciences;Health Care;Medical/Dental Instruments
SSL;Sasol Ltd. American Depositary Shares;Sasol;Energy;Oil & Gas Production
SSNC;SS&C Technologies Holdings Inc. Common Stock;SS&C Technologies;Technology;EDP Services
SSNT;SilverSun Technologies Inc. Common Stock;SilverSun Technologies;Technology;Computer Software: Prepackaged Software
SSP;E.W. Scripps Company (The) Class A Common Stock;E\.W\. Scripps;Industrials;Broadcasting
SSP;E.W. Scripps Company (The) Class A Common Stock;EW Scripps;Industrials;Broadcasting
SSRM;SSR Mining Inc. Common Stock;SSR Mining;;
SSSS;SuRo Capital Corp. Common Stock;SuRo Capital;Finance;Finance/Investors Services
SSSSL;SuRo Capital Corp. 6.00% Notes due 2026;SuRo Capital;Finance;Finance Companies
SST;System1 Inc. Class A Common Stock;System1;Consumer Discretionary;Diversified Commercial Services
SSTI;SoundThinking Inc. Common Stock;SoundThinking;Technology;Computer Software: Prepackaged Software
SSTK;Shutterstock Inc. Common Stock;Shutterstock;Technology;Interactive Media
SSU;SIGNA Sports United N.V. Ordinary Share;SIGNA Sports United;Consumer Discretionary;Other Specialty Stores
SSY;SunLink Health Systems Inc. Common Stock;SunLink Health Systems;Consumer Staples;Retail-Drug Stores and Proprietary Stores
SSYS;Stratasys Ltd. Ordinary Shares (Israel);Stratasys;Technology;Computer peripheral equipment
ST;Sensata Technologies Holding plc Ordinary Shares;Sensata Technologies;Industrials;Industrial Machinery/Components
STAA;STAAR Surgical Company Common Stock;STAAR Surgical;Health Care;Ophthalmic Goods
STAF;Staffing 360 Solutions Inc. Common Stock (DE);Staffing 360 Solutions;Consumer Discretionary;Diversified Commercial Services
STAG;Stag Industrial Inc. Common Stock;Stag Industrial;Real Estate;Real Estate Investment Trusts
STBA;S&T Bancorp Inc. Common Stock;S&T Bancorp;Finance;Major Banks
STBX;Starbox Group Holdings Ltd. Ordinary Shares;Starbox Holdings;Consumer Discretionary;Advertising
STC;Stewart Information Services Corporation Common Stock;Stewart Information Services;Finance;Specialty Insurers
STCN;Steel Connect Inc. Common Stock;Steel Connect;Consumer Discretionary;Advertising
STE;STERIS plc (Ireland) Ordinary Shares;STERIS;Health Care;Industrial Specialties
STEL;Stellar Bancorp Inc. Common Stock;Stellar Bancorp;Finance;Major Banks
STEM;Stem Inc. Class A Common Stock;Stem;Technology;Computer Software: Prepackaged Software
STEP;StepStone Group Inc. Class A Common Stock;StepStone;Finance;Finance/Investors Services
STER;Sterling Check Corp. Common Stock;Sterling Check;Technology;Computer Software: Prepackaged Software
STET;ST Energy Transition I Ltd. Class A Ordinary Shares;ST Energy Transition;Finance;Blank Checks
STEW;SRH Total Return Fund Inc. Common Stock;SRH Total Return Fund;Finance;Investment Managers
STG;Sunlands Technology Group American Depositary Shares representing Class A ordinary shares;Sunlands Technology;Consumer Discretionary;Service to the Health Industry
STGW;Stagwell Inc. Class A Common Stock;Stagwell;Consumer Discretionary;Advertising
STHO;Star Holdings Shares of Beneficial Interest;Star Holdings;Real Estate;Real Estate
STIM;Neuronetics Inc. Common Stock;Neuronetics;Health Care;Managed Health Care
STIX;Semantix Inc. Class A Ordinary Shares;Semantix;Technology;EDP Services
